slug,name,country,category,tags,founded,funding_stage,modality,form_factor,interface_depth,indication,target_user,regulatory_stage,description,analyst_note,website,profile_url,logo_url,related_slugs
neuronostics,Neuronostics,UK,Diagnostics and Assessment,Diagnostics; Decision Support,2018,Seed,EEG,,,Epilepsy,,CE-Marked,"Applying AI and mathematical modeling to EEG data to generate rapid, digital biomarkers that pinpoint seizure risk and support epilepsy diagnosis.","Neuronostics is a software biomarker company for epilepsy, using EEG and mathematical modeling to quantify seizure risk and diagnostic likelihood. It is differentiated by its modeling depth, though ultimate adoption depends on whether outputs improve decision-making beyond expert interpretation.",https://neuronostics.com/,https://www.neurofounders.co/startups/neuronostics,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd3ab72d5b529dbac7aef_neuronostics_logo.jpeg,eysz; deegtal; farow; brainsightai; ceribell
neuroone,NeuroOne,USA,Tools and Infrastructure,Monitoring; OEM,2014,Public,sEEG,,,Epilepsy,,FDA cleared (510k),"Developing thin-film implantable electrodes to enable high-precision neural recording, stimulation, and ablation in neurosurgical and neurological care.","NeuroOne sits at the intersection of implantable electrodes and therapeutic intervention, with thin-film systems supporting recording, stimulation, and ablation in epilepsy care. Its FDA-cleared footprint gives it a practical edge over earlier-stage implant component companies.",https://www.neuroonemedical.com/,https://www.neurofounders.co/startups/neuroone,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/6951313c9163bef776e75f20_n1mtc_logo.jpeg,precisis; uneeg-medical; neuralpulse; synergia-medical; neunos
neuropace,NeuroPace,USA,Neuromodulation,Closed-loop; Therapeutics,1997,Public,Nerve stimulator,,,Epilepsy,,FDA approved (PMA),Developing an implantable closed-loop responsive neurostimulation system that detects abnormal brain activity and delivers targeted stimulation to reduce seizures in drug-resistant focal epilepsy.,"NeuroPace is one of the few commercially validated closed-loop neuromodulation platforms, demonstrating real-world efficacy in epilepsy. It represents a benchmark for next-generation adaptive neurostimulation systems targeting neurological disorders.",https://www.neuropace.com/,https://www.neurofounders.co/startups/neuropace,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/69df67bea67a97b0bae209ed_neuropace_logo.jpeg,neunos; neuralpulse; neuroone; precisis; synergia-medical
neuropacs,Neuropacs,United States,Diagnostics and Assessment,Diagnostics; Machine Learning,2021,Seed,(f)MRI,,,Parkinson's,,FDA cleared (510k),Providing AI software that analyzes diffusion MRI scans to differentiate Parkinson's disease from atypical parkinsonian syndromes.,"Neuropacs cleared a new FDA De Novo category rather than fitting into an existing one, becoming the first authorized ""Parkinsonian syndrome diagnostic aid"" and giving it a regulatory moat competitors would need their own submission to match. Its imaging biomarker is now being positioned alongside molecular tests like CSF alpha-synuclein assays, suggesting a combined-biomarker diagnostic pathway rather than a single-test replacement for existing workups.",https://neuropacs.com,https://www.neurofounders.co/startups/neuropacs,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/6a783f949debe2783a7f4a00_1678830258897.jpeg,neurotrack; brainkey; icometrix; brainquant; cerebriu
neurophet,Neurophet,South-Korea,Neuroimaging,Diagnostics; Decision Support,2016,Public,(f)MRI,,,Multi-indication,,FDA cleared (510k),Developing AI-driven neuroimaging software to analyze brain MRI scans for early detection and monitoring of neurodegenerative diseases.,"Neurophet is one of the more mature AI neuroimaging companies in Asia, applying MRI analysis to neurodegenerative disease detection and monitoring. Its public status and regulatory clearances give it greater commercial credibility than many newer imaging software entrants.",https://www.neurophet.com/,https://www.neurofounders.co/startups/neurophet,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/6951319aa037c5271b72341e_neurophet_logo.jpeg,imeka; icometrix; sevaro; bios-health; neuroventis
neuros-medical,Neuros Medical,USA,Neuromodulation,Therapeutics; Clinical Workflows,2008,Series C+,Nerve stimulator,,,Pain/migraine,,FDA approved (PMA),Developing an implantable neuromodulation system to treat chronic pain by blocking pain signals in peripheral nerves.,"Neuros Medical is differentiated by its use of high-frequency electrical nerve block for chronic pain, targeting signal suppression rather than conventional stimulatory modulation. This mechanistic distinction gives it a clearer identity within the broader pain neuromodulation market.",https://www.neurosmedical.com/,https://www.neurofounders.co/startups/neuros-medical,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/69513cc01f07ca7587f887d6_neuros_medical_inc_logo.jpeg,theranica; cefaly; salvia-bioelectronics; nalu-medical; neuronoff
neurosigma,NeuroSigma,USA,Neuromodulation,Pediatric; Therapeutics,2007,Series A,Nerve stimulator,,,Psychiatry,,FDA cleared (510k),Developing non-invasive trigeminal nerve stimulation devices to treat pediatric ADHD and other neurological conditions.,"NeuroSigma occupies a valuable niche in pediatric neuromodulation, with trigeminal nerve stimulation for ADHD offering a non-drug option in a population sensitive to medication concerns. Its FDA-cleared position is a meaningful barrier in an otherwise lightly populated segment.",https://www.neurosigma.com/,https://www.neurofounders.co/startups/neurosigma,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/69513d583629f1eaccdd4e71_neurosigmainc_logo.jpeg,neurolief; synergia-medical; sonomind; magnus-medical; sooma-medical
neurosity,Neurosity,USA,Consumer Neurotech,Wellness; Monitoring,2018,Seed,EEG,,,Wellness,,Non-medical,"Offering a wearable EEG headset (the Crown) with AI-powered feedback that plays music to enhance focus, mindfulness, and mental state tracking.","Neurosity is positioned as a polished consumer EEG company focused on focus, mindfulness, and productivity, using AI feedback in a lifestyle-oriented device. Its differentiation lies in product experience and community more than in uniquely proprietary sensing.",https://neurosity.co/,https://www.neurofounders.co/startups/neurosity,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd3c4f3cae00758275959_neurosity_logo.jpeg,sens-ai; brainbit; muse; emotiv; brainco
neurosoft-bioelectronics,Neurosoft Bioelectronics,Switzerland,Brain-Computer Interface,Closed-loop; Assistive Technology,2020,Seed,ECoG,,,Epilepsy,,Investigational,"Developing ultra-soft, foldable neural implants and AI-driven decoding to monitor and modulate brain activity for epilepsy, tinnitus, and rehab.","Neurosoft Bioelectronics is developing ultra-soft implants intended to reduce tissue damage and improve long-term signal quality in epilepsy and related applications. It sits in the same next-generation implant materials trend as Axoft and INBRAIN, though at an earlier stage of translation.",https://www.neurosoft-bio.com/,https://www.neurofounders.co/startups/neurosoft-bioelectronics,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd3dd35847d327e53b966_neurosoft_bioelectronics_logo.jpeg,inbrain-neuroelectronics; wise; axoft; precision-neuroscience; science-corp
neurosteer,Neurosteer,USA,Neuroimaging,Monitoring; Clinical Workflows,2015,Non-dilutive,EEG,,,Multi-indication,,FDA cleared (510k),"Equipping clinicians with a wearable, medical-grade EEG system that delivers real-time neural biomarkers via a head-adhered sensor and cloud analytics.","Neurosteer is differentiated by a compact, single-channel-style EEG form factor paired with cloud analytics, aiming to make neural biomarkers more deployable in routine care. Its practical simplicity is a major advantage, though it may trade off some richness of signal versus full-cap systems.",https://www.neurosteer.com/,https://www.neurofounders.co/startups/neurosteer,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd3f5378599b5cf05d0e8_1631370355066.jpeg,bioserenity; beacon-biosignals; openwater; positrigo; spark-biomedical
neurotrack,Neurotrack,USA,Diagnostics and Assessment,Diagnostics; Aging,2012,Series C+,Software,,,Dementia/impairment,,FDA cleared (510k),"Providing digital cognitive assessments that use eye-tracking and AI to deliver fast, validated screening for dementia and Alzheimer’s risk.","Neurotrack is one of the better-known digital cognitive assessment companies, historically emphasizing eye-tracking and AI for dementia screening. Its FDA-cleared status strengthens its clinical position, though competition in digital cognition has become increasingly crowded.",http://www.neurotrack.com/,https://www.neurofounders.co/startups/neurotrack,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd40c7f8b4b0365ea2bca_neurotrack_logo.jpeg,neuralight; purple-gaze; linus-health; braincheck; cognision
neurovalens,Neurovalens,UK,Neuromodulation,Monitoring; Therapeutics,2013,Seed,Nerve stimulator,,,Sleep,,FDA cleared (510k),"Developing FDA-cleared, non-invasive vestibular neurostimulation wearables (Modius Sleep, Modius Stress) to treat insomnia, anxiety, and metabolic disorders.","Neurovalens is positioned around non-invasive vestibular neurostimulation, an unusual modality that gives it a distinct identity across sleep, anxiety, and metabolic applications. Its FDA-cleared products provide tangible commercial validation, even if the mechanism remains less familiar than mainstream nerve stimulation.",https://neurovalens.com/,https://www.neurofounders.co/startups/neurovalens,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd42b540ef275d6e0934e_neurovalens_logo.jpeg,noctrix-health; nyxoah; neurolight; somnee; earable-neuroscience
neuroventis,Neuroventis,Belgium,Diagnostics and Assessment,Monitoring; Clinical Workflows,2017,Acquired,Software,,,Multi-indication,,CE-Marked,"Empowering epilepsy and migraine patients with mobile apps (Helpilepsy, MigraineManager) for logging symptoms and safely sharing data with their neurologists.","Neuroventis is best understood as a patient-management and monitoring software company for migraine and epilepsy rather than a core neurotechnology innovator. Its value lies in symptom tracking and data sharing, not proprietary sensing or intervention.",http://www.neuroventis.care/,https://www.neurofounders.co/startups/neuroventis,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd450c7882009e7f6e6f2_helpilepsy_logo.jpeg,icometrix; imeka; neurophet; bios-health; sevaro
neurowyzr,Neurowyzr,Singapore,Diagnostics and Assessment,Monitoring; Wellness,2019,Seed,Biomarkers,,,Dementia/impairment,,Other approval,Developing a digital cognitive training platform that uses neuroscience-informed tasks to support mental performance and brain health.,"Neurowyzr occupies the digital cognitive training segment, using neuroscience-framed tasks to support performance and brain health. It sits closer to structured brain-fitness software than to regulated neurodiagnostics or therapeutics.",https://www.neurowyzr.com/,https://www.neurofounders.co/startups/neurowyzr,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/69513dc34311cf7008d9c085_cognifyx_logo.jpeg,winterlight-labs; altoida; braintrip; retispec; kneu-health
neurox,NeuroX,UK,Consumer Neurotech,Monitoring; Wellness,2024,Unknown,EEG,,,Wellness,,Non-medical,Developing wearable in-ear EEG devices combined with AI for continuous brain monitoring and early cognitive decline detection.,"NeuroX is positioned in the emerging in-ear EEG wellness category, using wearable monitoring for cognitive decline and brain-health insights. Its consumer-first framing makes adoption easier, but also lowers its clinical defensibility.",https://www.neurox.co.uk/,https://www.neurofounders.co/startups/neurox,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/697b58ae3905e3bf8730a8e3_1715172118085.jpeg,nextsense; atlas; wisear; neurable; idun-technologies
